ZIP,ParentZIP,Type,State
37825,37825,,TN
37826,37826,,TN
37828,37828,E,TN
37829,37829,,TN
37830,37830,,TN
37831,37830,E,TN
37840,37840,,TN
37841,37841,,TN
37843,37843,,TN
37845,37845,E,TN
37846,37846,,TN
37847,37847,,TN
37848,37848,,TN
37849,37849,,TN
37851,37851,E,TN
37852,37852,,TN
37853,37853,,TN
37854,37854,,TN
37857,37857,,TN
37860,37860,,TN
37861,37861,,TN
37862,37862,,TN
37863,37863,,TN
37864,37862,E,TN
37865,37865,,TN
37866,37866,,TN
37867,37752,E,TN
37868,37863,E,TN
37869,37869,,TN
37870,37870,,TN
37871,37871,,TN
37872,37872,,TN
37873,37873,,TN
37874,37874,,TN
37876,37876,,TN
37877,37877,,TN
37878,37878,,TN
37879,37879,,TN
37880,37880,,TN
37881,37881,,TN
37882,37882,,TN
37885,37885,,TN
37886,37886,,TN
37887,37887,,TN
37888,37888,,TN
37890,37890,,TN
37891,37891,,TN
37892,37892,,TN
37901,37902,E,TN
37902,37902,,TN
37909,37909,,TN
37912,37912,,TN
37914,37914,,TN
37915,37915,,TN
37916,37916,,TN
37917,37917,,TN
37918,37918,,TN
37919,37919,,TN
37920,37920,,TN
37921,37921,,TN
37922,37922,,TN
37923,37923,,TN
37924,37924,,TN
37927,37917,E,TN
37928,37918,E,TN
37929,37902,,TN
37930,37923,E,TN
37931,37931,,TN
37932,37932,,TN
37933,37934,E,TN
37934,37934,,TN
37938,37938,,TN
37939,37919,E,TN
37940,37920,E,TN
37950,37909,E,TN
37995,37909,B,TN
37996,37916,B,TN
37997,37915,B,TN
37998,37920,B,TN
38001,38001,,TN
38002,38002,,TN
38004,38004,,TN
38006,38006,,TN
38007,38007,E,TN
38008,38008,,TN
38010,38068,E,TN
38011,38011,,TN
38012,38012,,TN
38014,38002,E,TN
38015,38015,,TN
38016,38016,,TN
38017,38017,,TN
38018,38018,,TN
38019,38019,,TN
38021,38021,E,TN
38023,38023,,TN
38024,38024,,TN
38025,38024,E,TN
38027,38017,E,TN
38028,38028,,TN
38029,38029,E,TN
38030,38030,,TN
38034,38034,,TN
38036,38036,E,TN
38037,38037,,TN
38039,38039,,TN
38040,38040,,TN
38041,38041,,TN
38042,38042,,TN
38044,38044,,TN
38045,38068,E,TN
38046,38046,E,TN
38047,38047,,TN
38048,38060,E,TN
38049,38049,,TN
38050,38050,E,TN
38052,38052,,TN
38053,38053,,TN
38054,38054,E,TN
38055,38053,B,TN
38057,38057,,TN
38058,38058,,TN
38059,38059,,TN
38060,38060,,TN
38061,38061,,TN
38063,38063,,TN
38066,38066,,TN
38067,38067,,TN
38068,38068,,TN
38069,38069,,TN
38070,38070,E,TN
38071,38004,E,TN
38075,38075,,TN
38076,38076,,TN
38077,38077,E,TN
38079,38079,,TN
38080,38080,,TN
38083,38053,E,TN
38088,38018,E,TN
38101,38126,E,TN
38103,38103,,TN
38104,38104,,TN
38105,38105,,TN
38106,38106,,TN
38107,38107,,TN
38108,38108,,TN
38109,38109,,TN
38111,38111,,TN
38112,38112,,TN
38113,38127,E,TN
38114,38114,,TN
38115,38115,,TN
38116,38116,,TN
38117,38117,,TN
38118,38118,,TN
38119,38119,,TN
38120,38120,,TN
38122,38122,,TN
38124,38117,E,TN
38125,38125,,TN
38126,38126,,TN
38127,38127,,TN
38128,38128,,TN
38130,38118,E,TN
38131,38131,,TN
38132,38132,,TN
38133,38133,,TN
38134,38134,,TN
38135,38135,,TN
38136,38106,B,TN
38137,38117,,TN
38138,38138,,TN
38139,38139,,TN
38141,38141,,TN
38145,38103,B,TN
38148,38103,B,TN
38150,38126,B,TN
38151,38112,B,TN
38152,38152,B,TN
38157,38117,,TN
38159,38103,B,TN
38161,38134,B,TN
38163,38105,B,TN
38166,38120,B,TN
38167,38127,E,TN
38168,38128,E,TN
38173,38103,E,TN
38174,38104,E,TN
38175,38115,E,TN
38177,38117,E,TN
38181,38118,E,TN
38182,38112,E,TN
38183,38138,E,TN
38184,38134,E,TN
38186,38116,E,TN
38187,38119,E,TN
38188,38119,B,TN
38190,38109,E,TN
38193,38115,B,TN
38194,38116,B,TN
38197,38120,B,TN
38201,38201,,TN
38220,38220,,TN
38221,38221,,TN
38222,38222,,TN
38223,38242,E,TN
38224,38224,,TN
38225,38225,,TN
38226,38226,,TN
38229,38229,,TN
38230,38230,,TN
38231,38231,,TN
38232,38232,,TN
38233,38233,,TN
38235,38235,E,TN
38236,38236,,TN
38237,38237,,TN
38238,38237,B,TN
38240,38240,,TN
38241,38241,,TN
38242,38242,,TN
38251,38251,,TN
38253,38253,,TN
38254,38254,E,TN
38255,38255,,TN
38256,38256,,TN
38257,38257,,TN
38258,38258,,TN
38259,38259,,TN
38260,38260,,TN
38261,38261,,TN
38271,38261,E,TN
38281,38261,E,TN
38301,38301,,TN
38302,38301,E,TN
38303,38301,E,TN
38305,38305,,TN
38308,38301,E,TN
38310,38310,,TN
38311,38311,,TN
38313,38313,,TN
38314,38301,E,TN
38315,38315,,TN
38316,38316,,TN
38317,38317,,TN
38318,38318,,TN
38320,38320,,TN
38321,38321,,TN
38324,38390,E,TN
38326,38326,,TN
38327,38327,,TN
38328,38328,,TN
38329,38329,,TN
38330,38330,,TN
38331,38382,E,TN
38332,38332,,TN
38333,38333,,TN
38334,38334,,TN
38336,38006,E,TN
38337,38337,,TN
38338,38343,E,TN
38339,38339,,TN
38340,38340,,TN
38341,38341,,TN
38342,38342,,TN
38343,38343,,TN
38344,38344,,TN
38345,38345,,TN
38346,38316,E,TN
38347,38347,,TN
38348,38348,,TN
38351,38351,,TN
38352,38352,,TN
38355,38355,,TN
38356,38356,,TN
38357,38357,,TN
38358,38358,,TN
38359,38359,,TN
38361,38361,,TN
38362,38362,,TN
38363,38363,,TN
38365,38365,E,TN
38366,38366,,TN
38367,38367,,TN
38368,38368,,TN
38369,38369,,TN
38370,38370,,TN
38371,38371,,TN
38372,38372,,TN
38374,38374,,TN
38375,38375,,TN
38376,38376,,TN
38377,38340,E,TN
38378,38305,E,TN
38379,38379,,TN
38380,38380,,TN
38381,38381,,TN
38382,38382,,TN
38387,38387,,TN
38388,38388,,TN
38389,38330,E,TN
38390,38390,,TN
38391,38391,,TN
38392,38392,,TN
38393,38367,E,TN
38401,38401,,TN
38402,38401,E,TN
38425,38425,,TN
38449,38449,,TN
38450,38450,,TN
38451,38451,,TN
38452,38452,,TN
38453,38453,,TN
38454,38454,,TN
38455,38455,E,TN
38456,38456,,TN
38457,38457,,TN
38459,38459,,TN
38460,38460,,TN
38461,38461,,TN
38462,38462,,TN
38463,38463,,TN
38464,38464,,TN
38468,38468,,TN
38469,38469,,TN
38471,38471,,TN
38472,38472,,TN
38473,38473,,TN
38474,38474,,TN
38475,38475,,TN
38476,38476,,TN
38477,38477,,TN
38478,38478,,TN
38481,38481,,TN
38482,38482,,TN
38483,38483,,TN
38485,38485,,TN
38486,38486,,TN
38487,38487,,TN
38488,38488,,TN
38501,38501,,TN
38502,38501,E,TN
38503,38501,E,TN
38504,38504,,TN
38505,38505,B,TN
38506,38506,,TN
38541,38541,,TN
38542,38542,,TN
38543,38543,,TN
38544,38544,,TN
38545,38545,,TN
38547,38547,,TN
38548,38548,,TN
38549,38549,,TN
38550,38581,E,TN
38551,38551,,TN
38552,38552,,TN
38553,38553,,TN
38554,38554,,TN
38555,38555,,TN
38556,38556,,TN
38557,38555,E,TN
38558,38558,,TN
38559,38559,,TN
38560,38560,,TN
38562,38562,,TN
38563,38563,,TN
38564,38564,,TN
38565,38565,,TN
38567,38567,,TN
38568,38568,,TN
38569,38569,,TN
38570,38570,,TN
38571,38571,,TN
38572,38572,,TN
38573,38573,,TN
38574,38574,,TN
38575,38575,,TN
38577,38577,,TN
38578,38578,E,TN
38579,38579,,TN
38580,38580,,TN
38581,38581,,TN
38582,38582,,TN
38583,38583,,TN
38585,38585,,TN
38587,38587,,TN
38588,38588,,TN
38589,38589,,TN
38601,38601,,MS
38602,38618,E,MS
38603,38603,,MS
38606,38606,,MS
38609,38646,,MS
38610,38610,,MS
38611,38611,,MS
38614,38614,,MS
38617,38617,,MS
38618,38618,,MS
38619,38619,,MS
38620,38620,,MS
38621,38621,,MS
38622,38622,E,MS
38623,38623,E,MS
38625,38625,,MS
38626,38626,,MS
38627,38627,,MS
38628,38670,,MS
38629,38629,,MS
38630,38630,E,MS
38631,38631,E,MS
38632,38632,,MS
38633,38633,,MS
38634,38635,E,MS
38635,38635,,MS
38637,38637,,MS
38638,38668,E,MS
38639,38639,E,MS
38641,38641,,MS
38642,38642,,MS
38643,38643,,MS
38644,38644,E,MS
38645,38645,,MS
38646,38646,,MS
38647,38647,,MS
38649,38635,E,MS
38650,38650,,MS
38651,38651,,MS
38652,38652,,MS
38654,38654,,MS
38655,38655,,MS
38658,38658,,MS
38659,38659,,MS
38661,38661,,MS
38663,38663,,MS
38664,38664,,MS
38665,38665,,MS
38666,38666,,MS
38668,38668,,MS
38669,38614,E,MS
38670,38670,,MS
38671,38671,,MS
38672,38672,,MS
38673,38673,,MS
38674,38674,,MS
38675,38655,,MS
38676,38676,,MS
38677,38677,E,MS
38679,38611,E,MS
38680,38680,,MS
38683,38683,,MS
38685,38685,,MS
38686,38680,B,MS
38701,38701,,MS
38702,38702,E,MS
38703,38703,,MS
38704,38704,E,MS
38720,38720,,MS
38721,38721,,MS
38722,38722,E,MS
38723,38723,E,MS
38725,38725,,MS
38726,38726,,MS
38730,38730,,MS
38731,38731,,MS
38732,38732,,MS
38733,38732,,MS
38736,38736,,MS
38737,38737,,MS
38738,38738,E,MS
38739,38614,E,MS
38740,38740,,MS
38744,38744,,MS
38745,38745,E,MS
38746,38746,,MS
38748,38748,,MS
38749,38749,E,MS
38751,38751,,MS
38753,38753,,MS
38754,38754,,MS
38756,38756,,MS
38759,38759,,MS
38760,38760,E,MS
38761,38761,,MS
38762,38762,,MS
38764,38764,E,MS
38765,38765,E,MS
38767,38767,E,MS
38768,38768,E,MS
38769,38769,,MS
38771,38771,,MS
38772,38772,E,MS
38773,38773,,MS
38774,38774,,MS
38776,38703,E,MS
38778,38778,,MS
38780,38701,E,MS
38781,38781,E,MS
38782,38703,E,MS
38801,38801,,MS
38802,38801,E,MS
38803,38801,E,MS
38804,38804,,MS
38820,38863,E,MS
38821,38821,,MS
38824,38824,,MS
38825,38821,E,MS
38826,38826,,MS
38827,38827,,MS
38828,38828,,MS
38829,38829,,MS
38833,38833,,MS
38834,38834,,MS
38835,38834,E,MS
38838,38838,,MS
38839,38916,E,MS
38841,38841,,MS
38843,38843,,MS
38844,38844,,MS
38846,38846,,MS
38847,38847,,MS
38848,38848,,MS
38849,38849,,MS
38850,38850,,MS
38851,38851,,MS
38852,38852,,MS
38855,38855,,MS
38856,38856,,MS
38857,38857,,MS
38858,38858,,MS
38859,38859,,MS
38860,38860,,MS
38862,38862,,MS
38863,38863,,MS
38864,38864,,MS
38865,38865,,MS
38866,38866,,MS
38868,38868,,MS
38869,38869,E,MS
38870,38870,,MS
38871,38871,,MS
38873,38873,,MS
38874,38863,E,MS
38875,38851,E,MS
38876,38876,,MS
38877,38851,E,MS
38878,38878,,MS
38879,38879,E,MS
38880,38829,E,MS
38901,38901,,MS
38902,38901,E,MS
38913,38913,,MS
38914,38914,,MS
38915,38915,,MS
38916,38916,,MS
38917,38917,,MS
38920,38920,,MS
38921,38921,,MS
38922,38922,,MS
38923,38923,,MS
38924,38924,,MS
38925,38925,,MS
38926,38901,E,MS
38927,38927,,MS
38928,38928,,MS
38929,38929,,MS
38930,38930,,MS
38935,38930,E,MS
38940,38940,,MS
38941,38941,,MS
38943,38943,,MS
38944,38944,,MS
38945,38945,E,MS
38946,38946,E,MS
38947,38947,E,MS
38948,38948,,MS
38949,38949,,MS
38950,38950,,MS
38951,38951,,MS
38952,38952,,MS
38953,38953,,MS
38954,38954,,MS
38955,38916,E,MS
38957,38957,E,MS
38958,38958,E,MS
38959,38941,E,MS
38960,38901,E,MS
38961,38961,,MS
38962,38962,E,MS
38963,38963,,MS
38964,38964,,MS
38965,38965,,MS
38966,38966,E,MS
38967,38967,,MS
39038,39038,,MS
39039,39039,,MS
39040,39040,,MS
39041,39041,,MS
39042,39042,,MS
39043,39042,E,MS
39044,39044,,MS
39045,39045,,MS
39046,39046,,MS
39047,39047,,MS
39051,39051,,MS
39054,39054,,MS
39056,39056,,MS
39057,39057,,MS
39058,39056,B,MS
39059,39059,,MS
39060,39056,E,MS
39061,39061,E,MS
39062,39062,E,MS
39063,39063,,MS
39066,39066,,MS
39067,39067,,MS
39069,39069,,MS
39071,39071,,MS
39073,39073,,MS
39074,39074,,MS
39077,39059,E,MS
39078,39078,,MS
39079,39079,,MS
39080,39074,E,MS
39081,39069,E,MS
39082,39082,,MS
39083,39083,,MS
39086,39086,,MS
39087,39117,E,MS
39088,39088,,MS
39090,39090,,MS
39092,39092,,MS
39094,39094,,MS
39095,39095,,MS
39096,39096,,MS
39097,39097,,MS
39098,39117,E,MS
39107,39160,E,MS
39108,39108,,MS
39109,39051,E,MS
39110,39110,,MS
39111,39111,,MS
39113,39113,E,MS
39114,39114,,MS
39115,39115,E,MS
39116,39116,,MS
39117,39117,,MS
39119,39119,,MS
39120,39120,,MS
39121,39120,E,MS
39122,39120,E,MS
39130,39110,E,MS
39140,39140,,MS
39144,39144,,MS
39145,39145,,MS
39146,39146,,MS
39148,39044,E,MS
39149,39149,,MS
39150,39150,,MS
39151,39042,E,MS
39152,39152,,MS
39153,39153,,MS
39154,39154,,MS
39156,39156,,MS
39157,39157,,MS
39158,39157,E,MS
39159,39159,,MS
39160,39160,,MS
39161,39047,E,MS
39162,39162,,MS
39163,39046,E,MS
39165,39120,E,MS
39166,39166,,MS
39167,39167,E,MS
39168,39168,,MS
39169,39169,,MS
39170,39170,,MS
39171,39051,E,MS
39173,39194,,MS
39174,39174,E,MS
39175,39175,,MS
39176,39176,,MS
39177,39177,E,MS
39179,39179,,MS
39180,39180,,MS
39181,39180,E,MS
39182,39180,E,MS
39183,39183,,MS
39189,39189,,MS
39190,39120,E,MS
39191,39191,,MS
39192,39192,,MS
39193,39193,E,MS
39194,39194,,MS
39201,39201,,MS
39202,39202,,MS
39203,39203,,MS
39204,39204,,MS
39205,39201,E,MS
39206,39206,,MS
39207,39203,E,MS
39208,39208,,MS
39209,39209,,MS
39210,39204,B,MS
39211,39211,,MS
39212,39212,,MS
39213,39213,,MS
39215,39201,E,MS
39216,39216,,MS
39217,39217,B,MS
39218,39218,,MS
39225,39201,E,MS
39232,39232,,MS
39236,39211,E,MS
39250,39201,B,MS
39269,39269,,MS
39271,39201,B,MS
39272,39272,,MS
39282,39212,E,MS
39283,39213,E,MS
39284,39204,E,MS
39286,39206,E,MS
39288,39208,E,MS
39289,39209,E,MS
39296,39216,E,MS
39298,39232,E,MS
39301,39301,,MS
39302,39301,E,MS
39303,39301,E,MS
39304,39307,E,MS
39305,39305,,MS
39307,39307,,MS
39309,39309,B,MS
39320,39320,,MS
39322,39322,,MS
39323,39323,,MS
39324,39367,E,MS
39325,39325,,MS
39326,39326,,MS
39327,39327,,MS
39328,39328,,MS
39330,39330,,MS
39332,39332,,MS
39335,39335,,MS
39336,39336,,MS
39337,39337,,MS
39338,39338,,MS
39339,39339,,MS
39341,39341,,MS
39342,39342,,MS
39345,39345,,MS
39346,39346,,MS
39347,39347,,MS
39348,39348,,MS
39350,39350,,MS
39352,39352,,MS
39354,39354,,MS
39355,39355,,MS
39356,39356,,MS
39358,39358,,MS
39359,39359,E,MS
39360,39360,,MS
39361,39361,,MS
39362,39362,,MS
39363,39363,,MS
39364,39364,,MS
39365,39365,,MS
39366,39366,,MS
39367,39367,,MS
39401,39401,,MS
39402,39402,,MS
39403,39402,E,MS
39404,39402,E,MS
39406,39406,B,MS
39407,39401,B,MS
39421,39421,,MS
39422,39422,,MS
39423,39423,,MS
39425,39425,,MS
39426,39426,,MS
39427,39427,,MS
39428,39428,,MS
39429,39429,,MS
39436,39459,E,MS
39437,39437,,MS
39439,39439,,MS
39440,39440,,MS
39441,39440,E,MS
39442,39440,E,MS
39443,39443,,MS
39451,39451,,MS
39452,39452,,MS
39455,39455,,MS
39456,39456,,MS
39457,39426,E,MS
39459,39459,,MS
39460,39443,E,MS
39461,39461,,MS
39462,39462,,MS
39463,39466,E,MS
39464,39464,,MS
39465,39465,,MS
39466,39466,,MS
39470,39470,,MS
39474,39474,,MS
39475,39475,,MS
39476,39476,,MS
39477,39477,E,MS
39478,39478,,MS
39479,39479,,MS
39480,39480,,MS
39481,39481,,MS
39482,39482,,MS
39483,39483,,MS
39501,39501,,MS
39502,39501,E,MS
39503,39503,,MS
39505,39501,E,MS
39506,39507,E,MS
39507,39507,,MS
39520,39520,,MS
39521,39520,E,MS
39522,39556,B,MS
39525,39525,,MS
39529,39556,B,MS
39530,39530,,MS
39531,39531,,MS
39532,39532,,MS
39533,39540,E,MS
39534,39534,E,MS
39535,39531,E,MS
39540,39540,,MS
39552,39563,E,MS
39553,39553,,MS
39555,39562,E,MS
39556,39556,,MS
39558,39520,E,MS
39560,39560,,MS
39561,39561,,MS
39562,39562,,MS
39563,39563,,MS
39564,39564,,MS
39565,39565,,MS
39566,39564,E,MS
39567,39567,,MS
39568,39567,E,MS
39569,39563,E,MS
39571,39571,,MS
39572,39572,,MS
39573,39573,,MS
39574,39574,,MS
39576,39576,,MS
39577,39577,,MS
39581,39581,,MS
39595,39567,B,MS
39601,39601,,MS
39602,39601,E,MS
39603,39601,E,MS
39629,39629,,MS
39630,39630,,MS
39631,39631,,MS
39632,39652,E,MS
39633,39633,,MS
39635,39635,E,MS
39638,39638,,MS
39641,39641,,MS
39643,39643,,MS
39645,39645,,MS
39647,39647,,MS
39648,39648,,MS
39649,39648,E,MS
39652,39652,,MS
39653,39653,,MS
39654,39654,,MS
39656,39656,,MS
39657,39657,,MS
39661,39661,,MS
39662,39662,,MS
39663,39663,,MS
39664,39664,,MS
39665,39665,,MS
39666,39666,,MS
39667,39667,,MS
39668,39668,,MS
39669,39669,,MS
39701,39701,,MS
39702,39702,,MS
39703,39705,E,MS
39704,39705,E,MS
39705,39705,,MS
39710,39705,B,MS
39730,39730,,MS
39735,39735,,MS
39736,39736,E,MS
39737,39737,,MS
39739,39739,,MS
39740,39740,,MS
39741,39741,,MS
39743,39743,,MS
39744,39744,,MS
39745,39745,,MS
39746,39746,,MS
39747,39747,,MS
39750,39750,,MS
39751,39751,,MS
39752,39752,,MS
39753,39701,E,MS
39754,39773,E,MS
39755,39755,,MS
39756,39756,,MS
39759,39759,,MS
39760,39760,E,MS
39762,39762,E,MS
39766,39766,,MS
39767,39767,,MS
39769,39769,,MS
39771,39771,,MS
39772,39772,,MS
39773,39773,,MS
39776,39776,,MS
39813,39813,,GA
39815,39815,,GA
39817,39817,,GA
39818,39819,E,GA
39819,39819,,GA
39823,39823,,GA
39824,39824,,GA
39825,39825,,GA
39826,39826,,GA
39827,39827,,GA
39828,39828,,GA
39829,39897,E,GA
39832,39861,E,GA
39834,39834,,GA
39836,39836,,GA
39837,39837,,GA
39840,39840,,GA
39841,39841,,GA
39842,39842,,GA
39845,39845,,GA
39846,39846,,GA
39851,39851,,GA
39852,39819,E,GA
39854,39854,,GA
39859,39859,,GA
39861,39861,,GA
39862,39862,,GA
39866,39866,,GA
39867,39867,,GA
39870,39870,,GA
39877,39877,,GA
39885,39885,E,GA
39886,39886,,GA
39897,39897,,GA
39901,30341,B,GA
40003,40003,,KY
40004,40004,,KY
40006,40006,,KY
40007,40007,,KY
40008,40008,,KY
40009,40009,,KY
40010,40010,,KY
40011,40011,,KY
40012,40012,,KY
40013,40013,,KY
40014,40014,,KY
40018,40245,E,KY
40019,40019,,KY
40020,40020,E,KY
40022,40022,,KY
40023,40023,,KY
40025,40025,E,KY
40026,40026,,KY
40027,40059,E,KY
40031,40031,,KY
40032,40031,B,KY
40033,40033,,KY
40036,40036,,KY
40037,40037,,KY
40040,40040,,KY
40041,40041,,KY
40045,40045,,KY
40046,40046,,KY
40047,40047,,KY
40048,40048,E,KY
40049,40049,E,KY
40050,40050,,KY
40051,40051,,KY
40052,40052,,KY
40055,40055,,KY
40056,40056,,KY
40057,40057,,KY
40058,40058,E,KY
40059,40059,,KY
40060,40060,,KY
40061,40069,E,KY
40062,40062,,KY
40063,40063,E,KY
40065,40065,,KY
40066,40065,E,KY
40067,40067,,KY
40068,40068,,KY
40069,40069,,KY
40070,40070,,KY
40071,40071,,KY
40075,40075,,KY
40076,40076,,KY
40077,40077,,KY
40078,40078,,KY
40104,40104,,KY
40107,40107,,KY
40108,40108,,KY
40109,40109,,KY
40110,40110,E,KY
40111,40111,,KY
40115,40115,,KY
40117,40117,,KY
40118,40118,,KY
40119,40119,,KY
40121,40121,,KY
40122,40121,,KY
40129,40229,E,KY
40140,40140,,KY
40142,40142,,KY
40143,40143,,KY
40144,40144,,KY
40145,40145,,KY
40146,40146,,KY
40150,40150,,KY
40152,40152,,KY
40153,40119,E,KY
40155,40155,,KY
40157,40157,,KY
40159,40160,E,KY
40160,40160,,KY
40161,40161,,KY
40162,40162,,KY
40165,40165,,KY
40166,40165,B,KY
40170,40170,,KY
40171,40171,,KY
40175,40175,,KY
40176,40176,,KY
40177,40177,,KY
40178,40178,,KY
40201,40203,E,KY
40202,40202,,KY
40203,40203,,KY
40204,40204,,KY
40205,40205,,KY
40206,40206,,KY
40207,40207,,KY
40208,40208,,KY
40209,40209,,KY
40210,40210,,KY
40211,40211,,KY
40212,40212,,KY
40213,40213,,KY
40214,40214,,KY
40215,40215,,KY
40216,40216,,KY
40217,40217,,KY
40218,40218,,KY
40219,40219,,KY
40220,40220,,KY
40221,40209,E,KY
40222,40222,,KY
40223,40223,,KY
40224,40223,E,KY
40225,40213,B,KY
40228,40228,,KY
40229,40229,,KY
40231,40231,E,KY
40232,40213,E,KY
40233,40213,E,KY
40241,40241,,KY
40242,40242,,KY
40243,40243,,KY
40245,40245,,KY
40250,40220,E,KY
40251,40211,E,KY
40252,40222,E,KY
40253,40223,E,KY
40255,40205,E,KY
40256,40216,E,KY
40257,40207,E,KY
40258,40258,,KY
40259,40219,E,KY
40261,40218,E,KY
40266,40258,B,KY
40268,40258,E,KY
40269,40299,E,KY
40270,40203,E,KY
40272,40272,,KY
40280,40280,B,KY
40281,40258,B,KY
40282,40258,B,KY
40283,40258,B,KY
40285,40213,E,KY
40287,40205,B,KY
40289,40213,B,KY
40290,40213,E,KY
40291,40291,,KY
40292,40205,B,KY
40293,40202,,KY
40294,40202,B,KY
40295,40213,E,KY
40296,40213,B,KY
40297,40202,B,KY
40298,40213,E,KY
40299,40299,,KY
40310,40310,E,KY
40311,40311,,KY
40312,40312,,KY
40313,40313,,KY
40316,40316,,KY
40317,40351,E,KY
40319,40351,E,KY
40322,40322,,KY
40324,40324,,KY
40328,40328,,KY
40330,40330,,KY
40334,40334,,KY
40336,40336,,KY
40337,40337,,KY
40339,40339,E,KY
40340,40356,E,KY
40342,40342,,KY
40346,40346,,KY
40347,40347,,KY
40348,40348,E,KY
40350,40350,,KY
40351,40351,,KY
40353,40353,,KY
40355,41086,,KY
40356,40356,,KY
40357,40361,E,KY
40358,40358,,KY
40359,40359,,KY
40360,40360,,KY
40361,40361,,KY
40362,40361,E,KY
40363,40363,E,KY
40366,40360,E,KY
40370,40370,,KY
40371,40371,,KY
40372,40372,,KY
40374,40374,,KY
40376,40376,,KY
40379,40379,,KY
40380,40380,,KY
40383,40383,,KY
40384,40383,B,KY
40385,40385,,KY
40387,40387,,KY
40390,40390,,KY
40391,40391,,KY
40392,40391,E,KY
40402,40402,,KY
40403,40403,,KY
40404,40404,B,KY
40405,40403,E,KY
40409,40409,,KY
40410,40444,E,KY
40419,40419,,KY
40422,40422,,KY
40423,40422,E,KY
40434,40434,E,KY
40437,40437,,KY
40440,40440,,KY
40442,40442,,KY
40444,40444,,KY
40445,40445,,KY
40447,40447,,KY
40448,40448,E,KY
40452,40422,E,KY
40456,40456,,KY
40460,40460,,KY
40461,40461,,KY
40464,40464,,KY
40468,40468,,KY
40472,40472,,KY
40473,40456,E,KY
40475,40475,,KY
40476,40475,E,KY
40481,40481,,KY
40484,40484,,KY
40486,40486,,KY
40488,40447,E,KY
40489,40489,,KY
40492,40456,E,KY
40502,40502,,KY
40503,40503,,KY
40504,40504,,KY
40505,40505,,KY
40506,40506,B,KY
40507,40507,,KY
40508,40508,,KY
40509,40509,,KY
40510,40510,,KY
40511,40511,,KY
40512,40511,E,KY
40513,40513,,KY
40514,40514,,KY
40515,40515,,KY
40516,40516,,KY
40517,40517,,KY
40522,40502,E,KY
40523,40517,E,KY
40524,40517,E,KY
40526,40508,B,KY
40533,40504,E,KY
40536,40508,B,KY
40544,40504,E,KY
40546,40508,B,KY
40550,40511,B,KY
40555,40505,E,KY
40574,40511,E,KY
40575,40511,E,KY
40576,40511,E,KY
40577,40511,E,KY
40578,40511,E,KY
40579,40511,E,KY
40580,40511,E,KY
40581,40511,E,KY
40582,40511,E,KY
40583,40511,E,KY
40588,40507,E,KY
40591,40513,E,KY
40598,40507,B,KY
40601,40601,,KY
40602,40601,E,KY
40603,40601,E,KY
40604,40604,E,KY
40618,40601,B,KY
40619,40601,B,KY
40620,40601,B,KY
40621,40601,B,KY
40622,40601,B,KY
40701,40701,,KY
40702,40701,E,KY
40724,40744,E,KY
40729,40729,,KY
40730,40769,E,KY
40734,40734,,KY
40737,40737,,KY
40740,40740,,KY
40741,40741,,KY
40742,40741,E,KY
40743,40743,E,KY
40744,40744,,KY
40745,40741,E,KY
40750,40741,B,KY
40755,40741,E,KY
40759,40759,,KY
40763,40763,,KY
40769,40769,,KY
40771,40771,,KY
40801,40801,E,KY
40803,40858,E,KY
40806,40806,,KY
40807,40807,E,KY
40808,40808,,KY
40810,40810,,KY
40813,40813,,KY
40815,40815,,KY
40816,40816,,KY
40818,40818,,KY
40819,40819,,KY
40820,40820,,KY
40823,40823,,KY
40824,40824,E,KY
40826,40826,,KY
40827,40827,,KY
40828,40828,,KY
40829,40829,E,KY
40830,40830,,KY
40831,40831,,KY
40840,40840,,KY
40843,40843,,KY
40844,40844,E,KY
40845,40845,,KY
40847,40847,E,KY
40849,40849,E,KY
40854,40854,E,KY
40855,40855,E,KY
40856,40856,,KY
40858,40858,,KY
40862,40862,,KY
40863,40863,,KY
40865,40865,,KY
40868,40868,,KY
40870,40870,,KY
40873,40873,,KY
40874,40874,,KY
40902,40902,,KY
40903,40903,,KY
40906,40906,,KY
40913,40913,,KY
40914,40914,,KY
40915,40915,,KY
40921,40921,,KY
40923,40923,,KY
40927,40927,,KY
40930,40997,E,KY
40932,40983,E,KY
40935,40935,,KY
40939,40939,,KY
40940,40940,,KY
40941,40941,E,KY
40943,40943,,KY
40944,40914,E,KY
40946,40946,,KY
40949,40949,,KY
40951,40962,E,KY
40953,40953,,KY
40955,40977,E,KY
40958,40958,,KY
40962,40962,,KY
40964,40964,,KY
40965,40965,,KY
40972,40972,,KY
40977,40977,,KY
40979,40979,,KY
40981,41721,E,KY
40982,40982,,KY
40983,40983,,KY
40988,40988,,KY
40995,40995,,KY
40997,40997,,KY
41001,41001,,KY
41002,41002,,KY
41003,41003,,KY
41004,41004,,KY
41005,41005,,KY
41006,41006,,KY
41007,41007,,KY
41008,41008,,KY
41010,41010,,KY
41011,41011,,KY
41012,41011,E,KY
41014,41014,,KY
41015,41015,,KY
41016,41016,,KY
41017,41017,,KY
41018,41018,,KY
41019,41011,B,KY
41021,41018,B,KY
41022,41042,E,KY
41025,41048,B,KY
41030,41030,,KY
41031,41031,,KY
41033,41033,,KY
41034,41034,,KY
41035,41035,,KY
41037,41039,E,KY
41039,41039,,KY
41040,41040,,KY
41041,41041,,KY
