,customerid,count,country,state,city,zip_code,lat_long,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,monthly_charges,total_charges,churn_score,cltv,churn_reason,gender_female,gender_male,internet_svc_none,internet_svc_dsl,internet_svc_fiber,contract_mtm,contract_1yr,contract_2yr,pmt_meth_bank_trx_auto,pmt_meth_cc_auto,pmt_meth_echeck,pmt_meth_mail_check,churn_rsn_grp_cust_svc,churn_rsn_grp_moved,churn_rsn_grp_pricing,churn_rsn_grp_product,churn_rsn_grp_unknown,p1_phone_only,p2_phone_multi,p3_dsl_only,p4_dsl_plus,p5_dsl_bund_core,p6_dsl_bund_plus,p7_fib_bund_core,p8_fib_bund_plus,charge_trend_index,streams,pmt_meth_auto,svc_add_ons,charge_cust_index,tenure_1yr,tenure_2-4yr,tenure_4+yr,churn_value
6197,6131-JLWZM,1,United States,California,San Francisco,94131,"37.746699, -122.442833",0,0,0,13,1,0,0,0,0,0,0,0,1,20.3,275.4,45,5332,,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.96,0,0,0,1.11,0,1,0,0
3267,3638-VBZTA,1,United States,California,Baldwin Park,91706,"34.098275, -117.967399",0,0,0,68,1,1,1,1,0,1,1,1,1,86.5,5882.75,45,4280,,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,2,1,4,1.26,0,0,1,0
2353,4908-XAXAY,1,United States,California,Buttonwillow,93206,"35.451402, -119.488413",1,0,0,49,1,0,0,1,1,0,0,1,1,89.85,4287.2,30,5982,,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.03,1,1,2,0.97,0,0,1,0
1235,4211-MMAZN,1,United States,California,Vacaville,95688,"38.419088, -122.024568",0,0,0,1,1,0,0,0,0,0,0,0,0,20.25,20.25,89,2959,Attitude of support person,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,0,0,1.11,1,0,0,1
2878,4291-HPAXL,1,United States,California,Galt,95632,"38.274451, -121.259201",0,0,1,1,1,0,0,0,0,0,0,0,0,19.85,19.85,75,4840,,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,0,0,1.09,1,0,0,0
6851,9916-AYHTC,1,United States,California,Altadena,91001,"34.196837, -118.142236",0,0,0,48,1,0,0,0,0,0,0,0,0,19.85,916.0,38,3779,,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.04,0,1,0,1.09,0,0,0,0
2181,2233-FAGXV,1,United States,California,Salton City,92275,"33.28156, -115.955541",0,1,1,5,1,1,0,0,0,0,0,0,1,24.3,132.25,20,3181,,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.92,0,0,1,0.94,1,0,0,0
3235,1098-KFQEC,1,United States,California,Encino,91316,"34.150354, -118.518292",0,1,1,55,1,0,0,0,0,0,0,0,0,19.4,1083.0,23,5366,,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.99,0,1,0,1.06,0,0,1,0
5244,7766-CLTIC,1,United States,California,Kenwood,95452,"38.419525, -122.521585",0,0,0,10,1,0,0,0,0,1,0,1,1,60.95,629.55,28,4323,,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.97,1,0,1,1.17,1,0,0,0
5115,7663-YJHSN,1,United States,California,Moss Landing,95039,"36.863303, -121.781632",0,1,0,72,1,1,1,1,1,1,1,0,1,103.95,7556.9,56,5096,,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.99,1,1,5,0.95,0,0,1,0
109,2957-LOLHO,1,United States,California,Apple Valley,92307,"34.55082, -117.122396",0,0,0,12,1,0,0,0,0,0,0,0,1,45.4,518.9,68,2887,Don't know,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1.05,0,1,0,0.98,0,0,0,1
5196,3530-VWVGU,1,United States,California,Manteca,95337,"37.750822, -121.238423",0,1,1,22,1,0,0,0,0,0,0,0,0,19.9,400.3,43,5657,,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1.09,0,0,0,1.09,0,1,0,0
793,7317-GGVPB,1,United States,California,Lotus,95651,"38.815515, -120.916997",0,1,0,71,1,1,0,1,1,1,1,1,1,108.6,7690.9,97,4982,Product dissatisfaction,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.0,2,1,4,1.03,0,0,1,1
338,8519-IMDHU,1,United States,California,Alderpoint,95511,"40.166028, -123.584144",1,1,0,15,1,1,0,0,0,0,0,1,1,85.6,1345.55,83,4981,Network reliability,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.95,1,1,1,1.01,0,1,0,1
2654,7143-BQIBA,1,United States,California,Petaluma,94954,"38.235021, -122.557332",0,0,0,10,1,0,1,0,0,1,1,0,0,62.25,612.95,76,3415,,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.02,1,1,2,1.12,1,0,0,0
3730,8869-LIHMK,1,United States,California,King City,93930,"36.220761, -120.980777",0,0,0,64,1,1,1,1,1,1,1,1,1,115.1,7334.05,78,5213,,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,2,1,5,1.06,0,0,1,0
1275,2302-ANTDP,1,United States,California,Hat Creek,96040,"40.789799, -121.474529",1,1,0,48,1,1,1,1,1,1,1,1,0,117.45,5438.9,67,5915,Competitor offered more data,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.04,2,0,5,1.08,0,0,0,1
2108,8705-WZCYL,1,United States,California,Encinitas,92024,"33.054579, -117.25665",0,0,0,1,1,0,0,0,0,0,0,0,1,44.8,44.8,31,2269,,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0,0,0,0.97,1,0,0,0
2286,2501-XWWTZ,1,United States,California,San Clemente,92673,"33.4725, -117.584273",0,0,0,11,1,0,0,0,0,0,0,0,0,70.2,760.05,34,2535,,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.02,0,0,0,0.91,1,0,0,0
4809,1395-WSWXR,1,United States,California,Weldon,93283,"35.55647, -118.244914",0,0,0,24,1,0,0,0,0,0,0,0,0,20.75,487.05,43,4117,,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1.02,0,0,0,1.14,0,1,0,0
890,4951-UKAAQ,1,United States,California,Inglewood,90302,"33.975332, -118.355252",0,0,0,4,1,1,0,1,0,0,0,1,1,88.95,355.2,72,5948,Network reliability,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.0,1,0,2,0.98,1,0,0,1
5926,5753-QQWPW,1,United States,California,Aliso Viejo,92656,"33.571259, -117.731917",0,0,0,28,1,0,1,1,0,1,0,0,1,59.9,1654.7,69,4131,,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.01,0,0,3,0.98,0,1,0,0
2848,6475-VHUIZ,1,United States,California,Myers Flat,95554,"40.267158, -123.805913",0,1,0,23,1,0,0,0,1,1,0,0,0,54.25,1221.55,49,5140,,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.02,0,0,2,0.88,0,1,0,0
787,6127-ISGTU,1,United States,California,Garden Valley,95633,"38.852544, -120.837669",0,1,0,16,1,1,0,0,0,0,1,0,1,84.95,1378.25,67,3075,Lack of self-service on Website,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.99,1,0,1,1.0,0,1,0,1
1424,6331-LWDTQ,1,United States,California,Rialto,92377,"34.156758, -117.404686",0,0,0,10,1,1,0,0,0,0,1,1,1,72.15,794.25,98,2457,Limited range of services,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.91,2,1,1,1.34,1,0,0,1
1765,1447-GIQMR,1,United States,California,Los Angeles,90062,"34.003553, -118.308933",0,1,0,1,1,0,0,0,0,0,0,0,1,69.15,69.15,87,4179,Competitor offered more data,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.0,0,0,0,0.9,1,0,0,1
6586,5119-NZPTV,1,United States,California,Sacramento,95823,"38.475465, -121.443625",1,1,0,2,1,0,0,0,0,0,0,0,0,70.1,141.65,74,5592,,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.99,0,0,0,0.91,1,0,0,0
1630,8650-RHRKE,1,United States,California,Oakdale,95361,"37.785033, -120.776141",0,0,0,4,0,0,0,0,1,0,0,0,1,29.65,118.5,71,4207,Limited range of services,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.0,0,0,1,0.79,1,0,0,1
50,7825-ECJRF,1,United States,California,Santa Clarita,91350,"34.502432, -118.41459",0,0,1,19,1,0,1,0,1,1,1,1,1,106.6,1934.45,71,3764,Network reliability,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.05,2,0,3,1.11,0,1,0,1
4475,0378-CJKPV,1,United States,California,Oak Park,91377,"34.19225, -118.776874",0,1,0,72,1,1,1,1,1,1,1,1,0,112.1,7965.95,62,4272,,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.01,2,1,5,1.03,0,0,1,0
2858,7690-KPNCU,1,United States,California,Willow Creek,95573,"40.949012, -123.655847",0,1,0,64,1,0,1,0,1,0,1,1,1,73.05,4688.65,28,4515,,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,2,1,2,1.24,0,0,1,0
6940,2925-MXLSX,1,United States,California,Chula Vista,91911,"32.607964, -117.059459",0,0,0,30,1,1,0,1,1,0,1,0,1,68.95,2038.7,30,4403,,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.01,1,1,3,1.0,0,1,0,0
2482,0036-IHMOT,1,United States,California,Parlier,93648,"36.622237, -119.521126",0,1,1,55,1,0,0,1,1,1,1,1,1,103.7,5656.75,65,5892,,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.01,2,1,3,1.06,0,0,1,0
4468,6993-YCOBK,1,United States,California,Sun Valley,91352,"34.231053, -118.338307",0,1,1,60,1,1,1,0,1,1,1,1,1,110.6,6586.85,22,5756,,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.01,2,0,4,1.07,0,0,1,0
6017,6490-FGZAT,1,United States,California,Strathmore,93267,"36.141319, -119.129075",0,0,0,6,1,0,0,0,0,0,0,0,0,20.65,109.3,79,3266,,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1.13,0,0,0,1.13,1,0,0,0
1335,6502-HCJTI,1,United States,California,Lakewood,90712,"33.840524, -118.148403",1,1,0,7,1,1,1,1,0,0,0,1,1,94.7,673.1,75,3591,Attitude of service provider,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.98,1,1,3,1.01,1,0,0,1
917,4706-AXVKM,1,United States,California,Stevenson Ranch,91381,"34.364153, -118.615583",1,0,0,11,1,1,0,0,0,0,0,1,1,84.8,906.85,67,5118,Extra data charges,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.03,1,1,1,1.0,1,0,0,1
2955,6048-UWKAL,1,United States,California,Beale Afb,95903,"39.125311, -121.392283",1,1,0,69,1,1,0,1,0,1,1,1,0,105.4,6998.95,45,5467,,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.04,2,1,3,1.1,0,0,1,0
3015,7776-QGYJC,1,United States,California,Shasta Lake,96019,"40.692523, -122.369876",0,1,1,39,1,0,0,0,1,1,0,0,1,81.5,3107.3,25,2042,,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.02,0,1,2,0.88,0,1,0,0
528,9139-WQQDY,1,United States,California,San Diego,92103,"32.747484, -117.166877",0,1,0,49,1,1,0,1,0,0,1,1,0,100.45,4941.8,90,4235,Competitor offered higher download speeds,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1.0,2,0,2,1.11,0,0,1,1
1324,4325-NFSKC,1,United States,California,Pacific Palisades,90272,"34.079449, -118.548306",1,0,0,19,1,1,1,0,0,0,1,0,1,90.6,1660.0,87,2373,Extra data charges,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.04,1,0,2,1.03,0,1,0,1
5799,7901-IIDQV,1,United States,California,San Diego,92119,"32.802959, -117.027095",0,0,0,24,1,1,0,0,0,1,0,0,0,54.6,1242.25,51,3398,,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.05,0,1,2,0.92,0,1,0,0
6994,5130-YPIRV,1,United States,California,San Diego,92119,"32.802959, -117.027095",0,1,0,62,1,0,1,1,1,0,1,0,1,72.0,4284.2,48,6489,,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.04,1,1,3,1.11,0,0,1,0
979,6771-XWBDM,1,United States,California,White Water,92282,"33.972293, -116.654195",0,1,0,57,1,1,0,1,1,0,1,1,1,104.5,5921.35,80,4471,Product dissatisfaction,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.01,2,1,3,1.05,0,0,1,1
6856,6120-RJKLU,1,United States,California,Sierra Madre,91024,"34.168686, -118.057505",1,1,0,62,1,0,1,0,1,1,1,1,1,79.95,4819.75,54,6488,,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.03,2,1,3,1.23,0,0,1,0
1796,1113-IUJYX,1,United States,California,Winnetka,91306,"34.209532, -118.577563",0,1,0,14,1,0,1,1,0,1,1,1,0,105.95,1348.9,84,5887,Competitor offered higher download speeds,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1.1,2,0,3,1.15,0,1,0,1
1636,8111-RKSPX,1,United States,California,Santa Rosa,95401,"38.460517, -122.790335",0,0,0,4,1,1,0,0,0,0,0,0,1,72.2,305.55,89,5668,Service dissatisfaction,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.95,0,1,1,0.85,1,0,0,1
5664,7622-NXQZR,1,United States,California,Canoga Park,91304,"34.224377, -118.632656",0,0,0,28,0,0,0,0,0,1,0,0,1,30.1,810.85,31,2653,,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.04,0,1,1,0.89,0,1,0,0
2151,5686-CMAWK,1,United States,California,San Diego,92131,"32.89325, -117.087091",0,0,0,17,1,1,0,0,1,1,0,0,0,86.75,1410.25,29,5863,,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.05,0,0,3,0.87,0,1,0,0
3884,6402-SSEJG,1,United States,California,Ben Lomond,95005,"37.078873, -122.090386",0,0,0,25,0,0,1,1,1,0,1,1,0,61.05,1540.2,76,3695,,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.99,2,0,3,1.31,0,1,0,0
2766,4291-SHSBH,1,United States,California,Modesto,95354,"37.639029, -120.964772",0,0,0,7,1,0,0,0,0,0,0,0,1,69.55,521.35,71,4704,,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.93,0,0,0,0.9,1,0,0,0
1907,8769-KKTPH,1,United States,California,Los Angeles,90066,"34.002028, -118.430656",0,1,0,63,1,1,1,0,0,0,1,1,1,99.65,6311.2,79,4572,,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.99,2,1,2,1.13,0,0,1,0
3107,9225-BZLNZ,1,United States,California,Los Angeles,90033,"34.050198, -118.210946",0,1,0,72,1,1,1,1,1,0,1,1,1,85.25,6083.1,52,6275,,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.01,2,0,4,1.18,0,0,1,0
2650,3486-NPGST,1,United States,California,Mill Valley,94941,"37.901371, -122.572024",0,0,0,36,1,0,0,0,0,0,0,0,0,19.55,620.75,47,2691,,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1.13,0,0,0,1.07,0,1,0,0
4777,5915-ANOEI,1,United States,California,Corcoran,93212,"36.04533, -119.532424",0,1,0,70,1,1,1,1,1,1,1,0,0,79.15,5536.5,49,4408,,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,1,0,5,1.01,0,0,1,0
3960,5993-JSUWV,1,United States,California,Columbia,95310,"38.085839, -120.37855",0,0,0,66,1,0,1,1,1,0,0,0,1,61.15,4017.45,66,5133,,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,1,3,0.94,0,0,1,0
2908,5302-BDJNT,1,United States,California,Sutter Creek,95685,"38.432145, -120.77069",0,0,0,35,1,1,0,0,1,1,1,0,0,95.5,3418.2,27,3715,,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.98,1,0,3,0.96,0,1,0,0
3145,8345-MVDYC,1,United States,California,Gardena,90248,"33.876482, -118.284077",0,0,0,45,1,0,1,0,1,1,1,1,0,81.65,3618.7,41,5937,,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.02,2,1,3,1.26,0,1,0,0
4165,8809-XKHMD,1,United States,California,Sacramento,95828,"38.486938, -121.395805",0,1,0,72,1,1,1,1,0,1,0,1,1,100.55,7325.1,54,6082,,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.99,1,1,4,1.01,0,0,1,0
3817,4837-QUSFT,1,United States,California,Oakley,94561,"37.999406, -121.686241",0,1,0,65,1,1,1,1,0,1,1,0,1,100.15,6643.5,72,4915,,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.98,1,1,4,1.01,0,0,1,0
6929,2133-TSRRM,1,United States,California,Rosemead,91770,"34.065108, -118.082791",0,0,1,34,1,0,1,1,1,0,1,1,1,105.35,3688.6,39,5432,,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.97,2,1,3,1.1,0,1,0,0
4690,4626-OZDTJ,1,United States,California,Wildomar,92595,"33.617108, -117.253349",0,1,0,51,1,1,0,1,0,1,1,1,1,78.65,3950.85,80,5408,,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.02,2,1,3,1.21,0,0,1,0
3581,2266-SJNAT,1,United States,California,Onyx,93255,"35.676978, -118.101378",0,1,0,72,1,1,0,1,1,1,1,1,0,109.15,7789.6,46,4807,,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.01,2,1,4,1.03,0,0,1,0
4580,1353-GHZOS,1,United States,California,San Diego,92115,"32.762506, -117.07245",0,1,0,22,1,0,1,0,0,0,1,0,1,59.75,1374.35,31,3947,,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.96,1,1,1,1.21,0,1,0,0
5328,2832-SCUCO,1,United States,California,Kirkwood,95646,"38.631489, -120.015167",0,0,0,2,1,0,0,0,0,0,0,0,0,19.9,57.4,40,2822,,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.69,0,0,0,1.09,1,0,0,0
4103,6377-KSLXC,1,United States,California,Fair Oaks,95628,"38.652065, -121.25441",0,0,0,5,1,0,0,0,0,0,0,0,0,19.95,107.05,20,4281,,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.93,0,0,0,1.09,1,0,0,0
759,2115-BFTIW,1,United States,California,Clearlake Oaks,95423,"39.07116, -122.598542",0,0,0,25,1,0,0,0,0,0,0,0,0,70.95,1767.35,75,4881,Product dissatisfaction,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1.0,0,0,0,0.92,0,1,0,1
1326,7762-URZQH,1,United States,California,Venice,90291,"33.991782, -118.479229",0,1,0,66,1,1,1,0,1,0,1,1,1,106.05,6981.35,83,5602,Product dissatisfaction,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.0,2,1,3,1.09,0,0,1,1
1805,8444-WRIDW,1,United States,California,Thousand Oaks,91362,"34.191842, -118.822796",1,0,0,66,1,1,0,1,0,0,0,0,1,80.45,5224.35,79,5011,Lack of self-service on Website,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.02,0,1,2,0.89,0,0,1,1
6206,1635-NZATJ,1,United States,California,Alameda,94501,"37.774633, -122.274434",1,1,0,71,1,1,0,0,0,0,0,0,0,25.45,1789.65,26,5341,,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.01,0,1,1,0.99,0,0,1,0
3557,6670-MFRPK,1,United States,California,Coalinga,93210,"36.186867, -120.387793",0,1,1,69,1,1,0,0,1,0,0,0,1,79.2,5420.65,63,4072,,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.01,0,1,2,0.84,0,0,1,0
1864,1699-HPSBG,1,United States,California,Palm Springs,92264,"33.745746, -116.514215",0,0,0,12,1,0,0,0,0,1,1,0,1,59.8,727.8,69,4581,Competitor offered higher download speeds,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.99,1,0,1,1.15,0,0,0,1
995,4958-XCBDQ,1,United States,California,Victorville,92394,"34.567058, -117.362329",1,0,0,35,1,1,0,0,1,0,1,1,1,101.4,3496.3,92,3689,Competitor offered more data,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.02,2,0,2,1.08,0,1,0,1
6218,6156-UZDLF,1,United States,California,Pleasant Hill,94523,"37.95338, -122.076886",0,0,0,26,1,0,1,0,1,1,0,0,1,87.15,2274.1,77,5689,,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,1,3,0.91,0,1,0,0
1990,6371-NZYEG,1,United States,California,Long Beach,90814,"33.771612, -118.143866",0,1,0,16,1,0,1,0,1,0,1,0,0,64.25,1024.0,77,5511,,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,1,0,2,1.09,0,1,0,0
4504,2227-JRSJX,1,United States,California,Monterey Park,91754,"34.050322, -118.147037",0,0,0,21,1,0,0,1,0,1,1,1,1,99.15,1956.4,36,5324,,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.06,2,1,2,1.12,0,1,0,0
6119,9761-XUJWD,1,United States,California,Fresno,93650,"36.841655, -119.797113",0,0,0,5,1,0,0,1,0,1,0,1,1,65.6,339.9,65,5636,,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.96,1,1,2,1.14,1,0,0,0
2942,1621-YNCJH,1,United States,California,Sacramento,95823,"38.475465, -121.443625",0,1,0,36,1,1,1,1,1,1,0,1,1,106.05,3834.4,25,4505,,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1,1,5,0.97,0,1,0,0
2144,6563-VRERX,1,United States,California,San Diego,92121,"32.898613, -117.202937",0,1,0,33,1,0,0,0,0,0,0,0,0,20.6,690.25,52,5212,,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.98,0,0,0,1.13,0,1,0,0
3921,6599-GZWCM,1,United States,California,San Jose,95129,"37.305622, -122.000887",0,0,0,13,1,0,0,1,0,0,0,0,1,74.65,966.25,40,4172,,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,1,0.9,0,1,0,0
6138,7129-CAKJW,1,United States,California,Fresno,93721,"36.732694, -119.783786",0,0,0,17,1,1,0,0,1,0,0,0,0,80.05,1345.65,27,3443,,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.01,0,1,2,0.85,0,1,0,0
1118,2632-UCGVD,1,United States,California,Fairfield,94533,"38.287136, -122.02711",1,1,0,66,1,1,0,0,0,1,1,1,1,100.05,6871.9,72,4512,Extra data charges,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.96,2,1,2,1.11,0,0,1,1
5921,7139-JZFVG,1,United States,California,Huntington Beach,92646,"33.666301, -117.969501",0,1,1,60,1,0,1,1,1,0,0,0,0,60.5,3694.45,43,6026,,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.98,0,1,3,0.93,0,0,1,0
3613,7989-AWGEH,1,United States,California,San Luis Obispo,93405,"35.236549, -120.727344",0,1,1,49,0,0,1,0,0,0,0,1,1,39.2,1838.15,39,4810,,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.04,1,0,1,1.26,0,0,1,0
5872,8630-QSGXK,1,United States,California,Pinon Hills,92372,"34.459322, -117.629729",0,1,0,51,1,1,0,0,0,1,1,1,1,75.2,3901.25,59,4708,,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.98,2,1,2,1.26,0,0,1,0
1491,5393-RXQSZ,1,United States,California,Taft,93268,"35.184837, -119.402525",0,0,0,1,1,0,0,0,0,0,0,1,0,79.6,79.6,98,2199,Attitude of support person,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.0,1,0,0,1.03,1,0,0,1
6513,3162-KKZXO,1,United States,California,Citrus Heights,95610,"38.69508, -121.271616",1,0,0,55,1,1,0,0,1,0,1,1,1,100.15,5409.75,64,5182,,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.02,2,0,2,1.06,0,0,1,0
